2, 21.0
4, 21.0
8, 21.0
16, 21.0
32, 21.0
64, 21.0
128, 24.0
256, 25.0
512, 27.7
1024, 29.0
2048, 29.0
4096, 29.0
8192, 31.0
16384, 39.0
32768, 52.5
65536, 58.7
131072, 64.2
262144, 71.6
524288, 79.5
1048576, 98.9
