2, 17750.4
4, 17782.5
8, 17850.6
16, 18005.5
32, 18011.6
64, 18027.7
128, 18035.3
256, 18638.9
512, 20219.2
1024, 20628.4
2048, 20739
4096, 21397.3
8192, 21948.4
16384, 28086.2
32768, 41001.1
65536, 47203.6
131072, 51512.5
262144, 55157.9
524288, 62157.4
