2, 17749
4, 17783
8, 17851
16, 18007
32, 18011
64, 18026
128, 18031
256, 18334.5
512, 19831.5
1024, 20833
2048, 21219
4096, 21393
8192, 22390.5
16384, 27419
32768, 41027
65536, 46260
131072, 50148.5
262144, 56601
524288, 64226
