2, 21.0
4, 21.0
8, 21.0
16, 21.0
32, 21.0
64, 21.0
128, 21.0
256, 22.0
512, 26.0
1024, 26.8
2048, 26.0
4096, 26.0
8192, 27.0
16384, 31.0
32768, 45.5
65536, 49.0
131072, 51.0
262144, 1901.2
524288, 66492.8
1048576, 502065.4
2097152, 781990.8
4194304, 987386.9
8388608, 1515110.0
16777216, 3204419.7
33554432, 4202761.0
